b'RCS\xc2\xa0#',b'Sort1',b'Sort2',b'Doc.',b'Subject/Motion',b'Date',b'Vote',b'Aye',b'No',b'Not\xc2\xa0Voting',b'Exc.\xc2\xa0Abs.',b'Exc.\xc2\xa0Vote',b'Total\xc2\xa0Votes',b'Result'
b'147',b'H',b'291',b'HB 291',b'Hazardous Materials in Safe Deposit Box.-AB      Second Reading',b'4/1/2015 3:34 PM',b'Aye',b'PASS',b'116',b'1',b'1',b'2',b'0',b'117'
b'148',b'H',b'364',b'HB 364',b'Clarify Laws on Executive Orders and Appointments.      Second Reading',b'4/1/2015 3:38 PM',b'Aye',b'PASS',b'118',b'0',b'0',b'2',b'0',b'118'
b'149',b'H',b'273',b'HB 273',b'Clarify Conditional Discharge Law/No DWI Expunge.      Second Reading',b'4/1/2015 3:59 PM',b'Aye',b'PASS',b'115',b'1',b'2',b'2',b'0',b'116'
b'150',b'H',b'345',b'HB 345',b'Currituck County/Remove Abandoned Vessels.      Second Reading',b'4/1/2015 4:02 PM',b'Aye',b'PASS',b'118',b'0',b'0',b'2',b'0',b'118'
b'151',b'H',b'254',b'HB 254',b'Protect National Guard Reemployment Rights.      Second Reading',b'4/1/2015 4:05 PM',b'Aye',b'PASS',b'118',b'0',b'0',b'2',b'0',b'118'
b'152',b'H',b'283',b'HB 283',b'Supreme Court Sessions in Morganton.      Second Reading',b'4/1/2015 4:09 PM',b'Aye',b'PASS',b'118',b'0',b'0',b'2',b'0',b'118'
b'153',b'H',b'174',b'HB 174',b'Landlord/Tenant-Foreclosure and Eviction Changes.      Second Reading',b'4/1/2015 4:17 PM',b'Aye',b'PASS',b'113',b'1',b'4',b'2',b'0',b'114'
b'154',b'H',b'313',b'HB 313',b'Promotion Grievances/City of Statesville.      Second Reading',b'4/1/2015 4:19 PM',b'Aye',b'PASS',b'115',b'0',b'3',b'2',b'0',b'115'
b'157',b'H',b'195',b'HB 195',b'Allow Substitution of Biosimilars.      Second Reading',b'4/1/2015 5:02 PM',b'Aye',b'PASS',b'103',b'10',b'3',b'4',b'0',b'113'
b'158',b'H',b'95',b'HB 95',b'Tribal Alcoholic Beverage Control.      Second Reading',b'4/1/2015 5:04 PM',b'Aye',b'PASS',b'111',b'3',b'2',b'4',b'0',b'114'
b'159',b'H',b'312',b'HB 312',b'Certain Counties Sheriff/Food Purchases.      A1 Holley   Second Reading',b'4/1/2015 5:10 PM',b'No',b'FAIL',b'43',b'70',b'3',b'4',b'0',b'113'
b'160',b'H',b'312',b'HB 312',b'Certain Counties Sheriff/Food Purchases.      Second Reading',b'4/1/2015 5:11 PM',b'Aye',b'PASS',b'88',b'25',b'3',b'4',b'0',b'113'
b'161',b'H',b'236',b'HB 236',b'Certain Counties/Purchasing Exemption.      Second Reading',b'4/1/2015 5:15 PM',b'Aye',b'PASS',b'83',b'32',b'1',b'4',b'0',b'115'
b'165',b'H',b'174',b'HB 174',b'Landlord/Tenant-Foreclosure and Eviction Changes.      A1 Stevens   Third Reading',b'4/1/2015 6:06 PM',b'Aye',b'PASS',b'112',b'0',b'1',b'7',b'0',b'112'
b'166',b'H',b'174',b'HB 174',b'Landlord/Tenant-Foreclosure and Eviction Changes.      Third Reading',b'4/1/2015 6:07 PM',b'Aye',b'PASS',b'110',b'2',b'1',b'7',b'0',b'112'
b'167',b'H',b'41',b'HB 41',b'IRC Update/Rev Laws Tech Changes.      C RPT Adoption',b'4/1/2015 6:13 PM',b'Aye',b'PASS',b'109',b'2',b'2',b'7',b'0',b'111'
b'168',b'H',b'308',b'HB 308',b'Clarify Reasonable Health Insurance/Child Support.      Second Reading',b'4/1/2015 6:18 PM',b'Aye',b'PASS',b'111',b'0',b'1',b'8',b'0',b'111'
b'169',b'H',b'195',b'HB 195',b'Allow Substitution of Biosimilars.      Third Reading',b'4/2/2015 10:16 AM',b'Aye',b'PASS',b'101',b'6',b'2',b'11',b'0',b'107'
b'170',b'H',b'184',b'HB 184',"b'Change Department of Cultural Resources Process for Unclaimed Property.-AB      A1 Brown, R.   Second Reading'",b'4/2/2015 10:18 AM',b'Aye',b'PASS',b'108',b'0',b'1',b'11',b'0',b'108'
b'171',b'H',b'184',b'HB 184',b'Change Department of Cultural Resources Process for Unclaimed Property.-AB      Second Reading',b'4/2/2015 10:19 AM',b'Aye',b'PASS',b'108',b'0',b'1',b'11',b'0',b'108'
b'172',b'H',b'215',b'HB 215',b'Procedure for Waiver of Jury Trial.      A1 Glazier   Second Reading',b'4/2/2015 12:19 PM',b'Aye',b'PASS',b'106',b'2',b'0',b'12',b'0',b'108'
b'173',b'H',b'215',b'HB 215',b'Procedure for Waiver of Jury Trial.      A2 Glazier   Second Reading',b'4/2/2015 12:21 PM',b'Aye',b'PASS',b'108',b'0',b'0',b'12',b'0',b'108'
b'174',b'H',b'215',b'HB 215',b'Procedure for Waiver of Jury Trial.      Second Reading',b'4/2/2015 12:21 PM',b'Aye',b'PASS',b'104',b'3',b'1',b'12',b'0',b'107'
b'175',b'H',b'481',b'HR 481',b'House Permanent Rules-Final.      R2 For Adoption',b'4/2/2015 12:30 PM',b'Aye',b'PASS',b'107',b'1',b'0',b'12',b'0',b'108'
b'176',b'H',b'298',b'HB 298',b'Amend Uniform Interstate Family Support Act.-AB      Second Reading',b'4/2/2015 12:31 PM',b'Aye',b'PASS',b'108',b'0',b'0',b'12',b'0',b'108'
b'177',b'H',b'108',b'HB 108',b'Site and Building Development Fund.      Second Reading',b'4/14/2015 3:52 PM',b'Aye',b'PASS',b'90',b'25',b'1',b'4',b'0',b'115'
b'178',b'H',b'127',b'HB 127',b'DOT Condemnation Changes.      Second Reading',b'4/14/2015 4:16 PM',b'Aye',b'PASS',b'102',b'8',b'2',b'8',b'0',b'110'
b'179',b'H',b'255',b'HB 255',b'Building Code Regulatory Reform.      A1 Arp   Second Reading',b'4/14/2015 4:27 PM',b'Aye',b'PASS',b'110',b'0',b'2',b'8',b'0',b'110'
b'180',b'H',b'255',b'HB 255',b'Building Code Regulatory Reform.      A2 Brody   Second Reading',b'4/14/2015 4:36 PM',b'Aye',b'PASS',b'107',b'2',b'3',b'8',b'0',b'109'
b'181',b'H',b'255',b'HB 255',b'Building Code Regulatory Reform.      A3 Saine   Second Reading',b'4/14/2015 4:40 PM',b'Aye',b'PASS',b'108',b'2',b'2',b'8',b'0',b'110'
b'182',b'H',b'255',b'HB 255',b'Building Code Regulatory Reform.      Second Reading',b'4/14/2015 4:41 PM',b'Aye',b'PASS',b'105',b'5',b'2',b'8',b'0',b'110'
b'183',b'H',b'303',b'HB 303',b'Dispute Resolution Amendments.      Second Reading',b'4/14/2015 4:44 PM',b'Aye',b'PASS',b'112',b'0',b'0',b'8',b'0',b'112'
b'184',b'H',b'356',b'HB 356',b'NC Utilities Commission Regulatory Fee Changes.      Second Reading',b'4/14/2015 4:45 PM',b'Aye',b'PASS',b'112',b'0',b'0',b'8',b'0',b'112'
b'185',b'H',b'390',b'HB 390',b'Beaufort Co. CC/Washington Co.      Second Reading',b'4/15/2015 3:02 PM',b'Aye',b'PASS',b'82',b'36',b'0',b'2',b'0',b'118'
b'186',b'H',b'665',b'HR 665',"b""Honor State's Veterans.      R2 For Adoption""",b'4/15/2015 3:16 PM',b'Aye',b'PASS',b'118',b'0',b'0',b'2',b'0',b'118'
b'187',b'H',b'393',b'HB 393',b'Tri-County Community College/Board of Trustees.      Second Reading',b'4/15/2015 3:20 PM',b'Aye',b'PASS',b'112',b'1',b'5',b'2',b'0',b'113'
b'188',b'H',b'356',b'HB 356',b'NC Utilities Commission Regulatory Fee Changes.      Third Reading',b'4/15/2015 3:23 PM',b'Aye',b'PASS',b'115',b'0',b'3',b'2',b'0',b'115'
b'189',b'H',b'108',b'HB 108',b'Site and Building Development Fund.      A1 Blackwell   Third Reading',b'4/15/2015 3:25 PM',b'Aye',b'PASS',b'116',b'0',b'1',b'3',b'0',b'116'
b'190',b'H',b'108',b'HB 108',b'Site and Building Development Fund.      A2 Riddell   Third Reading',b'4/15/2015 3:40 PM',b'No',b'FAIL',b'42',b'74',b'1',b'3',b'0',b'116'
b'191',b'H',b'108',b'HB 108',b'Site and Building Development Fund.      Third Reading',b'4/15/2015 3:51 PM',b'Aye',b'PASS',b'90',b'25',b'2',b'3',b'0',b'115'
b'192',b'H',b'237',b'HB 237',b'Repeal Personal Education Plans/Modify Transition Plans.      A1 Cotham   Second Reading',b'4/15/2015 3:57 PM',b'Aye',b'PASS',b'113',b'0',b'4',b'3',b'0',b'113'
b'193',b'H',b'237',b'HB 237',b'Repeal Personal Education Plans/Modify Transition Plans.      A2 Richardson   Second Reading',b'4/15/2015 3:59 PM',b'Excused Absence',b'PASS',b'113',b'0',b'3',b'4',b'0',b'113'
b'194',b'H',b'237',b'HB 237',b'Repeal Personal Education Plans/Modify Transition Plans.      Second Reading',b'4/15/2015 4:00 PM',b'Excused Absence',b'PASS',b'113',b'0',b'3',b'4',b'0',b'113'
b'195',b'H',b'277',b'HB 277',b'Retirement Administrative Changes Act of 2015.-AB      A1 Ross   Second Reading',b'4/15/2015 4:03 PM',b'Excused Absence',b'PASS',b'113',b'0',b'3',b'4',b'0',b'113'
b'196',b'H',b'277',b'HB 277',b'Retirement Administrative Changes Act of 2015.-AB      Second Reading',b'4/15/2015 4:07 PM',b'Excused Absence',b'PASS',b'114',b'0',b'2',b'4',b'0',b'114'
b'197',b'H',b'434',b'HB 434',b'Handicap Placard/Medical Recertification.      Second Reading',b'4/15/2015 4:10 PM',b'Excused Absence',b'PASS',b'111',b'0',b'5',b'4',b'0',b'111'
b'198',b'H',b'464',b'HB 464',b'Regional Transportation Authority Revisions.      Second Reading',b'4/15/2015 4:14 PM',b'Aye',b'PASS',b'112',b'0',b'3',b'5',b'0',b'112'
b'199',b'H',b'437',b'HB 437',b'Create Permit Exemptions/Home Renal Products.      Second Reading',b'4/15/2015 4:21 PM',b'Aye',b'PASS',b'111',b'0',b'4',b'5',b'0',b'111'
b'200',b'H',b'163',b'HB 163',b'Captive Insurance Amendments.      Second Reading',b'4/15/2015 4:24 PM',b'Aye',b'PASS',b'111',b'0',b'4',b'5',b'0',b'111'
b'201',b'H',b'288',b'HB 288',b'Insurance Technical Changes.-AB      Second Reading',b'4/15/2015 4:26 PM',b'Aye',b'PASS',b'110',b'0',b'5',b'5',b'0',b'110'
b'202',b'H',b'574',b'HB 574',b'Opossum Exclusion From Wildlife Laws.      Second Reading',b'4/15/2015 4:34 PM',b'Aye',b'PASS',b'94',b'18',b'4',b'4',b'0',b'112'
b'203',b'H',b'259',b'HB 259',b'General Government Technical Corrections.-AB      Second Reading',b'4/15/2015 4:36 PM',b'Aye',b'PASS',b'111',b'0',b'5',b'4',b'0',b'111'
b'204',b'H',b'253',b'HB 253',b'Justice Reinvestment Act Changes.-AB      Second Reading',b'4/15/2015 4:45 PM',b'Aye',b'PASS',b'113',b'0',b'3',b'4',b'0',b'113'
b'205',b'H',b'357',b'HB 357',b'Toxicology Reports/District Court.      Second Reading',b'4/15/2015 4:53 PM',b'Aye',b'PASS',b'111',b'1',b'4',b'4',b'0',b'112'
b'206',b'H',b'408',b'HB 408',b'Adoption/Post-Adoption Services Study Committee.      Second Reading',b'4/15/2015 4:56 PM',b'Aye',b'PASS',b'113',b'0',b'4',b'3',b'0',b'113'
b'207',b'H',b'561',b'HB 561',b'School System Authority Regarding Legal Proceedings.      Second Reading',b'4/15/2015 4:59 PM',b'Aye',b'PASS',b'115',b'0',b'2',b'3',b'0',b'115'
b'208',b'H',b'552',b'HB 552',b'Graffiti Vandalism.      A1 Reives   Second Reading',b'4/15/2015 5:06 PM',b'Aye',b'PASS',b'109',b'0',b'8',b'3',b'0',b'109'
b'209',b'H',b'552',b'HB 552',b'Graffiti Vandalism.      Second Reading',b'4/15/2015 5:08 PM',b'Aye',b'PASS',b'112',b'0',b'5',b'3',b'0',b'112'
b'210',b'H',b'513',b'HB 513',b'Real Property/Technical Corrections.      Second Reading',b'4/15/2015 5:10 PM',b'Aye',b'PASS',b'112',b'0',b'5',b'3',b'0',b'112'
b'211',b'H',b'551',b'HB 551',b'DOT Sales of Unused Property.      Second Reading',b'4/15/2015 5:12 PM',b'Aye',b'PASS',b'114',b'0',b'3',b'3',b'0',b'114'
b'212',b'H',b'235',b'HB 235',b'Godwin/Repeal Spirituous Liquors Ban.      Second Reading',b'4/15/2015 5:16 PM',b'Aye',b'PASS',b'106',b'8',b'3',b'3',b'0',b'114'
b'214',b'H',b'253',b'HB 253',b'Justice Reinvestment Act Changes.-AB      A1 Glazier   Third Reading',b'4/16/2015 12:59 PM',b'Excused Absence',b'PASS',b'108',b'0',b'7',b'5',b'0',b'108'
b'215',b'H',b'253',b'HB 253',b'Justice Reinvestment Act Changes.-AB      Third Reading',b'4/16/2015 1:00 PM',b'Excused Absence',b'PASS',b'110',b'0',b'5',b'5',b'0',b'110'
b'216',b'H',b'8',b'HB 8',b'Restore Partisan Statewide Judicial Elections.      Second Reading',b'4/16/2015 1:11 PM',b'Excused Absence',b'PASS',b'64',b'49',b'2',b'5',b'0',b'113'
b'217',b'H',b'241',b'HB 241',b'Destroy Firearm/Crime of Assault or Murder.      Second Reading',b'4/16/2015 1:24 PM',b'Excused Absence',b'FAIL',b'50',b'63',b'1',b'6',b'0',b'113'
b'218',b'H',b'264',b'HB 264',b'Community Colleges 403(b) Plan.-AB      Second Reading',b'4/16/2015 1:26 PM',b'Excused Absence',b'PASS',b'111',b'2',b'2',b'5',b'0',b'113'
b'218',b'H',b'668',b'HJR 668',b'Remembering the Holocaust.      Second Reading',b'4/29/2015 3:36 PM',b'Aye',b'PASS',b'48',b'0',b'0',b'2',b'0',b'48'
b'219',b'H',b'327',b'HB 327',b'Allow Use of Pepper Spray by EMS Workers.      A1 Dobson   Second Reading',b'4/16/2015 1:31 PM',b'Excused Absence',b'PASS',b'112',b'1',b'2',b'5',b'0',b'113'
b'220',b'H',b'327',b'HB 327',b'Allow Use of Pepper Spray by EMS Workers.      Second Reading',b'4/16/2015 1:31 PM',b'Excused Absence',b'PASS',b'114',b'0',b'1',b'5',b'0',b'114'
b'221',b'H',b'340',b'HB 340',b'Weekend Burials/State Veterans Cemeteries.      Second Reading',b'4/16/2015 1:54 PM',b'Excused Absence',b'PASS',b'114',b'0',b'1',b'5',b'0',b'114'
b'222',b'H',b'595',b'HB 595',b'Military Experience/Law Enforcement Officer Certification Requirements.      A1 Whitmire   Second Reading',b'4/16/2015 2:00 PM',b'Excused Absence',b'PASS',b'113',b'0',b'1',b'6',b'0',b'113'
b'223',b'H',b'595',b'HB 595',b'Military Experience/Law Enforcement Officer Certification Requirements.      Second Reading',b'4/16/2015 2:01 PM',b'Excused Absence',b'PASS',b'114',b'0',b'0',b'6',b'0',b'114'
b'224',b'H',b'390',b'HB 390',b'Beaufort County Community College/Washington County.      A1 Willingham   Third Reading',b'4/16/2015 2:04 PM',b'Excused Absence',b'PASS',b'111',b'2',b'1',b'6',b'0',b'113'
b'225',b'H',b'558',b'HB 558',b'Reserve and National Guard/Military Affairs Commission.      Second Reading',b'4/16/2015 2:07 PM',b'Excused Absence',b'PASS',b'114',b'0',b'0',b'6',b'0',b'114'
b'226',b'H',b'190',b'HB 190',b'State Health Plan Modifications.-AB.      Second Reading',b'4/16/2015 2:09 PM',b'Excused Absence',b'PASS',b'113',b'0',b'1',b'6',b'0',b'113'
b'227',b'H',b'183',b'HB 183',b'Repeal Map Act.      Second Reading',b'4/16/2015 2:13 PM',b'Excused Absence',b'PASS',b'114',b'0',b'0',b'6',b'0',b'114'
b'228',b'H',b'332',b'HB 332',b'Natural Gas Economic Development Infrastructure.      Second Reading',b'4/16/2015 2:16 PM',b'Excused Absence',b'PASS',b'108',b'4',b'1',b'7',b'0',b'112'
b'229',b'H',b'402',b'HB 402',b'Study Municipal Elections in Even Years.      Second Reading',b'4/16/2015 2:18 PM',b'Excused Absence',b'PASS',b'111',b'1',b'1',b'7',b'0',b'112'
b'230',b'H',b'81',b'HB 81',b'Expand 1%/$80 Rate for Mill Machinery.      A1 Dollar   Second Reading',b'4/16/2015 2:22 PM',b'Excused Absence',b'PASS',b'113',b'0',b'0',b'7',b'0',b'113'
b'231',b'H',b'81',b'HB 81',b'Expand 1%/$80 Rate for Mill Machinery.      Second Reading',b'4/16/2015 2:27 PM',b'Excused Absence',b'PASS',b'98',b'15',b'0',b'7',b'0',b'113'
b'232',b'H',b'540',b'HB 540',"b'Billy Graham/National Statuary Hall.      M8 Re-Refer Rules, Cal., & Oper. House  Second Reading'",b'4/16/2015 2:46 PM',b'Excused Absence',b'FAIL',b'43',b'67',b'1',b'9',b'0',b'110'
b'233',b'H',b'540',b'HB 540',b'Billy Graham/National Statuary Hall.      M4 Previous Question  Second Reading',b'4/16/2015 3:19 PM',b'Excused Absence',b'PASS',b'59',b'41',b'4',b'16',b'0',b'100'
b'234',b'H',b'540',b'HB 540',b'Billy Graham/National Statuary Hall.      Second Reading',b'4/16/2015 3:26 PM',b'Excused Absence',b'PASS',b'71',b'28',b'6',b'15',b'0',b'99'
b'235',b'H',b'8',b'HB 8',b'Restore Partisan Statewide Judicial Elections.      Third Reading',b'4/20/2015 7:12 PM',b'Aye',b'PASS',b'69',b'48',b'2',b'1',b'0',b'117'
b'236',b'H',b'81',b'HB 81',b'Expand 1%/$80 Rate for Mill Machinery.      Third Reading',b'4/20/2015 7:16 PM',b'Aye',b'PASS',b'94',b'25',b'0',b'1',b'0',b'119'
b'237',b'H',b'327',b'HB 327',b'Study EMS Safety.      Third Reading',b'4/20/2015 7:18 PM',b'Aye',b'PASS',b'118',b'0',b'1',b'1',b'0',b'118'
b'238',b'H',b'390',b'HB 390',b'Beaufort County Community College/Washington County.      Third Reading',b'4/20/2015 7:19 PM',b'Aye',b'PASS',b'113',b'6',b'0',b'1',b'0',b'119'
b'239',b'H',b'186',b'HB 186',b'Cape Fear Water Resources Availability Study.      Second Reading',b'4/20/2015 7:21 PM',b'Aye',b'PASS',b'119',b'0',b'0',b'1',b'0',b'119'
b'240',b'H',b'436',b'HB 436',b'Unauthorized Practice of Law Changes.      A1 Stam   Second Reading',b'4/20/2015 7:24 PM',b'Aye',b'PASS',b'119',b'0',b'0',b'1',b'0',b'119'
b'241',b'H',b'436',b'HB 436',b'Unauthorized Practice of Law Changes.      A2 Howard   Second Reading',b'4/20/2015 7:26 PM',b'Aye',b'PASS',b'119',b'0',b'0',b'1',b'0',b'119'
b'242',b'H',b'436',b'HB 436',b'Unauthorized Practice of Law Changes.      Second Reading',b'4/20/2015 7:33 PM',b'Aye',b'PASS',b'115',b'4',b'0',b'1',b'0',b'119'
b'243',b'H',b'529',b'HB 529',b'NC Drivers License Restoration Act.      Second Reading',b'4/20/2015 7:35 PM',b'Aye',b'PASS',b'114',b'5',b'0',b'1',b'0',b'119'
b'244',b'H',b'638',b'HB 638',b'Capitalize on Wetland Mitigation.      A1 Millis   Second Reading',b'4/20/2015 7:39 PM',b'Aye',b'PASS',b'118',b'1',b'0',b'1',b'0',b'119'
b'245',b'H',b'638',b'HB 638',b'Capitalize on Wetland Mitigation.      Second Reading',b'4/20/2015 7:40 PM',b'Aye',b'PASS',b'119',b'0',b'0',b'1',b'0',b'119'
b'245',b'H',b'91',b'HB 91',b'Study Misuse of Handicapped Parking Placards.      Second Reading',b'5/6/2015 2:11 PM',b'Aye',b'PASS',b'43',b'0',b'5',b'2',b'0',b'43'
b'246',b'H',b'601',b'HB 601',b'Sale of Deer Skins.      Second Reading',b'5/6/2015 2:13 PM',b'Aye',b'PASS',b'43',b'0',b'5',b'2',b'0',b'43'
b'246',b'H',b'571',b'HB 571',b'Implementation of Carbon Dioxide Regulations.      Second Reading',b'4/20/2015 8:08 PM',b'Aye',b'PASS',b'84',b'33',b'1',b'2',b'0',b'117'
b'247',b'H',b'647',b'HB 647',b'Epi Pens in All Child-Serving Businesses.      Second Reading',b'4/20/2015 8:20 PM',b'Aye',b'PASS',b'115',b'1',b'2',b'2',b'0',b'116'
b'247',b'H',b'706',b'HB 706',b'Building Code/Rustic Cabins.      Second Reading',b'5/6/2015 2:14 PM',b'Aye',b'PASS',b'43',b'0',b'5',b'2',b'0',b'43'
b'248',b'H',b'358',b'HB 358',b'School Performance Grade Scale.      Amendment 1 Motion 1 To Table',b'5/7/2015 11:28 AM',b'Aye',b'PASS',b'31',b'14',b'0',b'5',b'0',b'45'
b'248',b'H',b'643',b'HB 643',b'Roofing Contractors/Consumer Protection.      Second Reading',b'4/20/2015 8:30 PM',b'Aye',b'PASS',b'115',b'2',b'1',b'2',b'0',b'117'
b'249',b'H',b'652',b'HB 652',b'Right to Try Act for Terminally Ill Patients.      Second Reading',b'4/21/2015 3:28 PM',b'Aye',b'PASS',b'118',b'0',b'0',b'2',b'0',b'118'
b'249',b'H',b'358',b'HB 358',b'School Performance Grade Scale.      Second Reading',b'5/7/2015 11:29 AM',b'Aye',b'PASS',b'45',b'0',b'0',b'5',b'0',b'45'
b'250',b'H',b'102',b'HB 102',b'Utility Vehicles/Move-Over Changes.      Amendment 1',b'5/11/2015 7:10 PM',b'Aye',b'PASS',b'49',b'0',b'0',b'1',b'0',b'49'
b'250',b'H',b'878',b'HB 878',b'Expand Board of Trustees/School of Science and Mathematics.      Second Reading',b'4/21/2015 3:31 PM',b'Aye',b'PASS',b'118',b'0',b'0',b'2',b'0',b'118'
b'251',b'H',b'222',b'HB 222',b'Retention Elections/Appellate Division.      Second Reading',b'4/21/2015 3:39 PM',b'Aye',b'PASS',b'64',b'53',b'1',b'2',b'0',b'117'
b'251',b'H',b'102',b'HB 102',b'Utility Vehicles/Move-Over Changes.      Second Reading',b'5/11/2015 7:11 PM',b'Aye',b'PASS',b'49',b'0',b'0',b'1',b'0',b'49'
b'252',b'H',b'597',b'HB 597',b'Mediated Settlement Agreements.      Second Reading',b'5/11/2015 7:15 PM',b'Aye',b'PASS',b'49',b'0',b'0',b'1',b'0',b'49'
b'252',b'H',b'222',b'HB 222',b'Retention Elections/Appellate Division.      Third Reading',b'4/21/2015 3:40 PM',b'Aye',b'PASS',b'61',b'56',b'1',b'2',b'0',b'117'
b'253',b'H',b'884',b'HB 884',b'Reinstate Setoff Debt Collection/UNC Health.      Second Reading',b'4/21/2015 3:43 PM',b'Aye',b'PASS',b'114',b'0',b'4',b'2',b'0',b'114'
b'253',b'H',b'102',b'HB 102',b'Utility Vehicles/Move-Over Changes.      Third Reading',b'5/11/2015 7:16 PM',b'Aye',b'PASS',b'49',b'0',b'0',b'1',b'0',b'49'
b'254',b'H',b'71',b'HB 71',b'Clarify County Commissioners Oath Filing.      Second Reading',b'5/12/2015 2:13 PM',b'Aye',b'PASS',b'49',b'0',b'0',b'1',b'0',b'49'
b'254',b'H',b'657',b'HB 657',b'Study UNC-Fixed Tuition.      Second Reading',b'4/21/2015 3:47 PM',b'Aye',b'PASS',b'117',b'0',b'1',b'2',b'0',b'117'
b'255',b'H',b'302',b'HB 302',b'Strengthen Oyster Industry.      Second Reading',b'4/21/2015 3:51 PM',b'Aye',b'PASS',b'117',b'0',b'1',b'2',b'0',b'117'
b'255',b'H',b'79',b'HB 79',b'Contempt for 50C/Scope of Stay for Appeals.      Second Reading',b'5/13/2015 2:13 PM',b'Aye',b'PASS',b'50',b'0',b'0',b'0',b'0',b'50'
b'256',b'H',b'82',b'HB 82',b'Execution/Nonsecure Custody Order/Child Abuse.      Second Reading',b'5/13/2015 2:15 PM',b'Aye',b'PASS',b'50',b'0',b'0',b'0',b'0',b'50'
b'256',b'H',b'378',b'HB 378',b'Amend Criteria/Certain Agricultural Cost-Share Programs.      Second Reading',b'4/21/2015 3:53 PM',b'Aye',b'PASS',b'117',b'0',b'1',b'2',b'0',b'117'
b'257',b'H',b'553',b'HB 553',b'Ordinances Regulating Animals.      Second Reading',b'4/21/2015 3:57 PM',b'Aye',b'PASS',b'107',b'9',b'2',b'2',b'0',b'116'
b'257',b'H',b'158',b'HB 158',b'Jim Fulghum Teen Skin Cancer Prevention Act.      Second Reading',b'5/13/2015 2:21 PM',b'Aye',b'PASS',b'48',b'2',b'0',b'0',b'0',b'50'
b'258',b'H',b'195',b'HB 195',b'Allow Substitution of Biosimilars.      Second Reading',b'5/13/2015 2:25 PM',b'Aye',b'PASS',b'50',b'0',b'0',b'0',b'0',b'50'
b'258',b'H',b'474',b'HB 474',b'Healthy Out-of-School Recognition Program.      Second Reading',b'4/21/2015 4:02 PM',b'Aye',b'PASS',b'112',b'4',b'2',b'2',b'0',b'116'
b'259',b'H',b'439',b'HB 439',b'Competency-Based Assessments.      Second Reading',b'4/21/2015 4:06 PM',b'Aye',b'PASS',b'112',b'2',b'3',b'3',b'0',b'114'
b'259',b'H',b'293',b'HB 293',b'Adoption Law Changes.      Second Reading',b'5/13/2015 2:28 PM',b'Aye',b'PASS',b'50',b'0',b'0',b'0',b'0',b'50'
b'260',b'H',b'437',b'HB 437',b'Create Permit Exemptions/Home Renal Products.      Second Reading',b'5/13/2015 2:30 PM',b'Aye',b'PASS',b'50',b'0',b'0',b'0',b'0',b'50'
b'260',b'H',b'334',b'HB 334',b'Charter School Extracurricular Activity Fees.      Second Reading',b'4/21/2015 4:10 PM',b'Aye',b'PASS',b'112',b'2',b'3',b'3',b'0',b'114'
b'261',b'H',b'879',b'HB 879',b'Juvenile Code Reform.      Amendment 1',b'5/13/2015 2:34 PM',b'Aye',b'PASS',b'50',b'0',b'0',b'0',b'0',b'50'
b'261',b'H',b'559',b'HB 559',b'Testing Feedback for Students/Teachers.      Second Reading',b'4/21/2015 4:13 PM',b'Aye',b'PASS',b'113',b'0',b'4',b'3',b'0',b'113'
b'262',b'H',b'268',b'HB 268',b'Amend Transportation Laws.-AB      Second Reading',b'4/21/2015 4:16 PM',b'Aye',b'PASS',b'111',b'3',b'2',b'4',b'0',b'114'
b'262',b'H',b'879',b'HB 879',b'Juvenile Code Reform.      Second Reading',b'5/13/2015 2:35 PM',b'Aye',b'PASS',b'50',b'0',b'0',b'0',b'0',b'50'
b'263',b'H',b'237',b'HB 237',b'Repeal Personal Ed Plans/Modify Trans Plans.      Amendment 1',b'5/14/2015 12:14 PM',b'No',b'FAIL',b'18',b'30',b'0',b'2',b'0',b'48'
b'263',b'H',b'456',b'HB 456',b'Clarify Weight Limits/Agricultural Vehicles.      Second Reading',b'4/21/2015 4:19 PM',b'Aye',b'PASS',b'109',b'3',b'4',b'4',b'0',b'112'
b'264',b'H',b'422',b'HB 422',b'Amend Funeral Procession Law.      Second Reading',b'4/21/2015 4:25 PM',b'Aye',b'PASS',b'112',b'3',b'1',b'4',b'0',b'115'
b'264',b'H',b'237',b'HB 237',b'Repeal Personal Ed Plans/Modify Trans Plans.      Amendment 2',b'5/14/2015 12:16 PM',b'Aye',b'PASS',b'48',b'0',b'0',b'2',b'0',b'48'
b'265',b'H',b'237',b'HB 237',b'Repeal Personal Ed Plans/Modify Trans Plans.      Second Reading',b'5/14/2015 12:16 PM',b'Aye',b'PASS',b'47',b'1',b'0',b'2',b'0',b'48'
b'265',b'H',b'478',b'HB 478',b'Brunswick County/Navigable Waters.      Second Reading',b'4/21/2015 4:30 PM',b'Aye',b'PASS',b'113',b'1',b'2',b'4',b'0',b'114'
